Symbol,Name,Latest,Change,%Change,"IV Rank","Options Vol","1M Vol %Chg","Put Vol","Call Vol","Total OI"
DUOL,"Duolingo Inc Cl A",137.19,6.29,+4.81%,8.90%,6347,+0.89%,2709,3638,90199
SMR,"Nuscale Power Corp",9.18,-0.64,-6.52%,19.23%,42973,+0.58%,14163,28810,513060
NET,"Cloudflare Inc Cl A",310.59,10.32,+3.44%,35.26%,17429,-1.39%,6482,10947,210772
TEAM,"Atlassian Corp",151.87,2.8,+1.88%,42.15%,14577,-1.85%,8006,6571,172636
BABA,"Alibaba Group Holding ADR",132.32,3.91,+3.04%,69.59%,119170,-2.07%,25002,94168,2256729
SBET,"Sharplink Inc",6.18,-0.25,-3.89%,1.60%,17620,-2.44%,2261,15359,476076
NIO,"Nio Inc ADR",4.82,0.08,+1.69%,25.12%,52001,-2.45%,11860,40141,2352123
CRML,"Critical Metals Corp",6.94,-0.31,-4.28%,16.08%,11565,-3.21%,2761,8804,303123
MU,"Micron Technology",861,-16.57,-1.89%,43.81%,945127,-3.67%,375377,569750,3244963
RKT,"Rocket Companies Cl A",13.76,0.04,+0.29%,33.93%,46525,-3.68%,11165,35360,936408
SNOW,"Snowflake Cl A",334.7,4.21,+1.27%,68.99%,32915,-3.80%,11788,21127,534140
OXY,"Occidental Petroleum",58.65,2.74,+4.90%,43.90%,42985,-4.07%,12711,30274,822680
CLSK,"Cleanspark Inc",11.59,-0.71,-5.77%,32.80%,64198,-4.22%,11061,53137,778331
NKE,"Nike Inc",42.11,0.41,+0.98%,34.66%,75664,-4.70%,22322,53342,1955876
EBAY,"Ebay Inc",107.71,-4.27,-3.81%,40.72%,6449,-4.80%,2406,4043,91634
SG,"Sweetgreen Inc Cl A",5.45,0.05,+0.93%,36.98%,7429,-5.87%,3240,4189,240455
CORZ,"Core Scientific Inc",19.44,-1.57,-7.47%,15.94%,65604,-6.78%,28362,37242,1540607
TMC,"Tmc The Metals Company",4.43,-0.14,-3.06%,33.35%,10065,-7.08%,1104,8961,418882
ADBE,"Adobe Systems Inc",272.96,7.75,+2.92%,75.82%,43737,-7.20%,16031,27706,701274
WDC,"Western Digital Corp",438.34,4.04,+0.93%,52.31%,53103,-7.36%,20849,32254,445193
USB,"U.S. Bancorp",64.19,0.25,+0.39%,10.60%,5930,-7.47%,1337,4593,203851
BIDU,"Baidu Inc ADR",109.5,-0.21,-0.19%,49.67%,23556,-7.63%,4501,19055,378993
AVGO,"Broadcom Ltd",422.4,-5.36,-1.25%,48.06%,189061,-8.02%,94748,94313,1962212
ARM,"Arm Holdings Plc ADR",267.85,-14.72,-5.21%,46.64%,57875,-8.38%,32013,25862,771813
RGTI,"Rigetti Computing Inc",17.65,-0.29,-1.62%,13.34%,52148,-9.01%,14169,37979,654553
ANET,"Arista Networks Inc",191.52,2.85,+1.51%,44.42%,24957,-9.15%,10000,14957,301969
CAT,"Caterpillar Inc",837.58,-4.61,-0.55%,52.97%,31936,-9.28%,19547,12389,283401
T,"AT&T Inc",24.05,0.26,+1.09%,40.13%,84776,-9.29%,36909,47867,1145728
XE,"X-Energy Inc Cl A",20.64,-2.01,-8.87%,17.11%,6943,-9.40%,3636,3307,112981
NVTS,"Navitas Semiconductor Corp",13.17,-0.72,-5.18%,20.39%,41312,-10.53%,8485,32827,533052
AMD,"Adv Micro Devices",469.56,-13.8,-2.86%,38.62%,491487,-10.58%,248265,243222,3119270
MARA,"Mara Holdings Inc",9.56,-0.53,-5.25%,35.61%,172192,-10.64%,54982,117210,1664076
CPNG,"Coupang Cl A",16.19,-0.04,-0.25%,47.61%,18669,-10.78%,6145,12524,700617
NVAX,"Novavax Inc",7.89,-0.06,-0.75%,5.18%,5247,-10.87%,1593,3654,200971
RDW,"Redwire Corp",13.12,-0.47,-3.46%,37.09%,26043,-11.36%,5374,20669,364193
TE,"T1 Energy Inc",5.31,-0.54,-9.23%,20.89%,39618,-11.68%,15180,24438,495083
RTX,"Rtx Corp",224.12,1.09,+0.49%,34.40%,12588,-12.03%,5697,6891,200769
ABVX,"Abivax Sa ADR",127.5,-3.43,-2.62%,21.97%,7734,-12.76%,3125,4609,152245
AMZN,"Amazon.com Inc",278.09,3.61,+1.32%,26.78%,778689,-13.23%,230893,547796,4750713
TGT,"Target Corp",152.02,2.32,+1.55%,54.40%,19026,-13.46%,6476,12550,442572
TSLA,"Tesla Inc",330.88,2.3,+0.70%,3.73%,1947564,-13.77%,735690,1211874,5604961
FCX,"Freeport-Mcmoran Inc",70.51,0.89,+1.28%,58.67%,46836,-13.98%,15247,31589,1129158
CZR,"Caesars Entertainment Inc",30.07,-0.08,-0.27%,17.97%,8224,-14.06%,4788,3436,256337
ON,"On Semiconductor",79.78,-1.39,-1.71%,39.45%,18901,-14.07%,6894,12007,301310
FRMI,"Fermi Inc",5.88,-0.3,-4.85%,16.14%,51711,-14.12%,28280,23431,886021
TOST,"Toast Inc Cl A",35.69,1.21,+3.51%,9.42%,12920,-14.35%,4541,8379,325767
MRVL,"Marvell Technology Inc",208.56,-10.16,-4.65%,62.14%,149980,-14.38%,46948,103032,1586484
AEO,"American Eagle Outfitters",18.32,0.35,+1.95%,27.15%,4979,-14.63%,1227,3752,90111
CBRS,"Cerebras Systems Cl A",230.01,3.28,+1.45%,60.37%,24749,-14.65%,7931,16818,176539
ALB,"Albemarle Corp",131.21,0.1,+0.08%,12.15%,5406,-14.77%,3099,2307,195716
UPST,"Upstart Holdings Inc",30.21,-0.88,-2.83%,5.33%,16334,-15.00%,5570,10764,296497
CRDO,"Credo Technology Group Holding",239.93,-9.96,-3.99%,59.29%,16529,-15.14%,9178,7351,207991
KHC,"Kraft Heinz Company",24.93,-0.39,-1.54%,57.10%,25942,-15.76%,13850,12092,387086
CCL,"Carnival Corporation Ltd",27.75,-1.24,-4.28%,21.04%,32394,-17.03%,12919,19475,964990
VLO,"Valero Energy Corp",314.95,16.64,+5.58%,67.21%,8407,-17.04%,3420,4987,125396
HD,"Home Depot",350.78,-4.84,-1.36%,87.57%,13047,-17.26%,6014,7033,231785
DOCN,"Digitalocean Holdings Inc",129.73,5.58,+4.49%,51.45%,7384,-17.28%,2465,4919,147087
ORCL,"Oracle Corp",151.05,4.03,+2.74%,68.85%,323543,-17.65%,83673,239870,3021305
AAL,"American Airlines Gp",15,-0.94,-5.90%,29.79%,68755,-17.65%,41075,27680,2042497
CIEN,"Ciena Corp",387.7,-24.69,-5.99%,66.90%,7564,-17.93%,3333,4231,82389
AMAT,"Applied Materials",522.12,-17.02,-3.16%,62.18%,36284,-19.17%,21364,14920,475042
BAC,"Bank of America Corp",63.86,0.69,+1.09%,0.00%,92597,-19.26%,41291,51306,2152018
SPOT,"Spotify Technology S.A.",511.82,23.68,+4.85%,23.81%,10018,-19.35%,5450,4568,142365
AMC,"AMC Entertainment Holdings",2.42,-0.17,-6.56%,38.72%,93912,-19.67%,24622,69290,1075179
SBUX,"Starbucks Corp",104.65,-0.93,-0.88%,6.24%,18997,-19.79%,9900,9097,477683
AAPL,"Apple Inc",308.26,-5.07,-1.62%,47.08%,1280592,-19.98%,493005,787587,4851748
SLB,"Slb Limited",53.2,2.67,+5.28%,27.85%,14440,-20.03%,2916,11524,743344
COIN,"Coinbase Global Cl A",148.68,-4.92,-3.20%,32.23%,98708,-20.52%,35144,63564,1040143
CHWY,"Chewy Inc",22.59,-0.94,-3.99%,61.49%,9186,-20.55%,4406,4780,237240
NFLX,"Netflix Inc",76.29,2.15,+2.90%,30.40%,345389,-20.61%,88611,256778,5490380
LMND,"Lemonade Inc",52.68,-0.26,-0.49%,0.00%,5273,-20.90%,2658,2615,128720
HAL,"Halliburton Company",33.64,1.75,+5.49%,21.33%,13655,-21.07%,4264,9391,504029
ENVX,"Enovix Corp",4.64,-0.06,-1.28%,91.16%,10672,-21.40%,3823,6849,318164
RIVN,"Rivian Automotive Cl A",16.39,0.39,+2.44%,21.80%,83440,-21.67%,19783,63657,2213287
PCG,"Pacific Gas & Electric Company",17.04,-0.42,-2.41%,40.16%,59743,-21.71%,8203,51540,1744819
LUNR,"Intuitive Machines Inc",15.78,-0.62,-3.78%,64.86%,17238,-21.77%,7382,9856,307007
VRT,"Vertiv Holdings",270.1,-2.3,-0.84%,44.28%,27846,-22.00%,21051,6795,466423
PL,"Planet Labs Pbc",23.1,-0.83,-3.47%,45.38%,10478,-22.00%,3188,7290,242282
COST,"Costco Wholesale",952.75,4.93,+0.52%,36.78%,37577,-22.51%,21533,16044,308609
PBF,"PBF Energy Inc",66.29,4.58,+7.42%,64.99%,4698,-22.58%,364,4334,81133
PM,"Philip Morris International",186,-3.57,-1.88%,41.31%,5327,-23.25%,2242,3085,143726
ASST,"Strive Inc",12.44,-0.04,-0.32%,0.00%,9813,-23.61%,5404,4409,1656587
LULU,"Lululemon Athletica",127.8,-0.78,-0.61%,49.23%,16024,-23.83%,8535,7489,366776
TER,"Teradyne Inc",365.1,-14.21,-3.75%,49.07%,6726,-23.94%,4692,2034,87329
GOOGL,"Alphabet Cl A",357.52,3.22,+0.91%,26.11%,416277,-24.16%,140313,275964,3294685
WDAY,"Workday Inc",184.19,4.55,+2.53%,76.35%,6978,-24.23%,2694,4284,166000
MCD,"McDonald's Corp",273.72,-0.76,-0.28%,45.11%,21409,-24.35%,7341,14068,279085
PURR,"Hyperliquid Strategies Inc",6.6,-0.21,-3.08%,0.08%,9736,-24.40%,924,8812,370334
RXRX,"Recursion Pharmaceuticals Inc Cl A",3.29,0.07,+2.17%,5.00%,6935,-24.42%,836,6099,334228
FIG,"Figma Cl A",25.39,2.1,+9.02%,40.53%,64549,-24.68%,12868,51681,392391
BBAI,"Bigbear.Ai Holdings Inc",3.23,-0.04,-1.22%,2.89%,23367,-24.77%,5280,18087,727541
FCEL,"Fuelcell Energy Inc",19.83,-0.6,-2.94%,46.19%,13244,-24.79%,3934,9310,157785
DAL,"Delta Air Lines Inc",89.21,-2.13,-2.33%,5.68%,16779,-24.95%,10400,6379,381771
INOD,"Innodata Inc",62.22,-0.11,-0.18%,29.57%,4715,-24.96%,1256,3459,61537
AXP,"American Express Company",338.86,-2.05,-0.60%,12.26%,12686,-25.35%,9004,3682,232922
RUN,"Sunrun Inc",9.87,-0.33,-3.24%,24.45%,23433,-25.87%,6812,16621,538988
TSM,"Taiwan Semiconductor ADR",418.47,-1.57,-0.37%,38.68%,142061,-26.03%,72653,69408,2028871
UAL,"United Airlines Holdings",123.76,-5.8,-4.48%,10.85%,13433,-26.08%,7858,5575,326683
VSH,"Vishay Intertechnology",33.14,-2.27,-6.41%,49.47%,4907,-26.17%,460,4447,119423
GS,"Goldman Sachs Group",1034.51,-5.1,-0.49%,36.70%,31924,-26.34%,19934,11990,456857
ISRG,"Intuitive Surg Inc",393.38,14.57,+3.85%,43.12%,9720,-26.36%,4876,4844,139054
WU,"Western Union Company",7.03,-0.05,-0.71%,48.91%,7298,-26.36%,1074,6224,201709
DHR,"Danaher Corp",209.37,4.61,+2.25%,40.36%,6583,-26.36%,1615,4968,78623
OUST,"Ouster Inc",42.13,-1.27,-2.93%,40.11%,7469,-26.46%,2463,5006,117226
BULL,"Webull Corp Cl A",7.26,-0.06,-0.82%,23.59%,31735,-26.57%,10364,21371,887350
MA,"Mastercard Inc",563.17,0.22,+0.04%,32.87%,5953,-26.66%,2956,2997,144444
BA,"Boeing Company",232.79,-1.63,-0.70%,41.38%,51831,-26.74%,27112,24719,805085
ZETA,"Zeta Global Holdings Corp Cl A",27.54,0.9,+3.38%,33.71%,24474,-26.82%,5289,19185,304731
WMT,"Walmart Inc",112.66,0.81,+0.72%,68.02%,71713,-26.87%,27178,44535,1041699
CRWV,"Coreweave Cl A",88.19,-2.48,-2.74%,50.15%,146350,-27.65%,64129,82221,2064054
INFQ,"Infleqtion Inc",11.69,-0.22,-1.85%,20.23%,8653,-28.17%,2479,6174,222292
U,"Unity Software Inc",43.1,0.1,+0.23%,12.25%,23754,-28.35%,8927,14827,530899
RZLV,"Rezolve AI Plc",2.75,0.02,+0.73%,0.00%,6834,-28.42%,2006,4828,298839
VALE,"Vale S.A. ADR",14.89,0.18,+1.22%,13.36%,12007,-28.46%,6482,5525,1466940
QBTS,"D-Wave Quantum Inc",20.19,-0.57,-2.75%,5.31%,30131,-28.47%,11527,18604,536714
RBLX,"Roblox Corp Cl A",37.05,-0.74,-1.96%,32.96%,23530,-28.57%,9601,13929,410945
GEO,"Geo Group Inc",30.66,-0.03,-0.10%,0.00%,5428,-30.30%,3320,2108,203722
PCT,"Purecycle Technologies Inc",7.25,0.04,+0.55%,59.60%,6019,-30.54%,1822,4197,470151
SLS,"Sellas Life Sciences Group Inc",11.04,-0.97,-8.08%,58.51%,31468,-31.45%,12314,19154,929211
DOW,"Dow Inc",30.58,1.24,+4.23%,16.38%,10575,-31.50%,3086,7489,511486
TMUS,"T-Mobile US",178.2,1.01,+0.57%,45.21%,4901,-31.59%,2902,1999,190289
PG,"Procter & Gamble Company",146.44,0.65,+0.45%,43.02%,15863,-31.61%,5247,10616,378207
CLS,"Celestica Inc",314.59,-3.24,-1.02%,34.09%,10516,-31.99%,2985,7531,115495
APLD,"Applied Digital Corp",29.06,-0.16,-0.55%,16.42%,47757,-32.22%,13062,34695,698163
UPS,"United Parcel Service",104.72,0.22,+0.21%,19.70%,15772,-32.59%,4916,10856,396807
GM,"General Motors Company",87.96,0.38,+0.43%,37.76%,15479,-32.92%,3689,11790,324948
GLXY,"Galaxy Digital Holdings",19.52,-0.65,-3.22%,21.22%,17541,-32.98%,3654,13887,422690
GOOG,"Alphabet Cl C",355.84,2.37,+0.67%,23.95%,148511,-32.99%,56830,91681,1761391
SOC,"Sable Offshore Corp",5.09,0.34,+7.16%,37.73%,8033,-33.31%,1281,6752,388027
SNDK,"Sandisk Corp",1237.92,25.71,+2.12%,38.77%,152657,-33.35%,65648,87009,888677
OPEN,"Opendoor Technologies Inc",3.48,0,-0.14%,0.44%,54567,-33.36%,9687,44880,1514527
PSKY,"Paramount Skydance Corp Cl B",9.27,0.08,+0.87%,2.92%,15862,-33.58%,11347,4515,1209971
KMI,"Kinder Morgan Inc",31.39,0.54,+1.75%,21.09%,6801,-33.77%,1521,5280,292345
NOW,"Servicenow Inc",127.44,2.56,+2.05%,52.21%,116736,-33.83%,32626,84110,1348020
NUAI,"New Era Energy & Digital Inc",5.38,0.1,+1.89%,57.68%,9775,-33.87%,1942,7833,280032
NVO,"Novo Nordisk A/S ADR",47.73,0.47,+0.99%,3.37%,40644,-33.99%,19846,20798,1437011
CRM,"Salesforce Inc",197.51,4.77,+2.47%,65.23%,45079,-34.28%,18598,26481,948313
NU,"NU Holdings Ltd Cl A",13.86,0.02,+0.14%,61.90%,32212,-34.62%,11390,20822,1727249
HOOD,"Robinhood Markets Cl A",94.52,1.23,+1.32%,32.33%,128894,-34.70%,46201,82693,1647051
GE,"GE Aerospace",366.7,-3.38,-0.91%,28.23%,9327,-35.02%,5165,4162,187811
CCJ,"Cameco Corp",97.31,-0.08,-0.08%,22.73%,15873,-35.28%,10141,5732,398571
SIRI,"Siriusxm Holdings Inc",28.78,-1.13,-3.78%,14.98%,15535,-35.48%,668,14867,368261
SKHY,"SK hynix Inc",135.29,-2.62,-1.90%,0.00%,126104,-35.90%,70376,55728,893504
BMY,"Bristol-Myers Squibb Company",64.84,0.12,+0.19%,28.25%,21059,-36.85%,7522,13537,701400
INTU,"Intuit Inc",334.43,9.18,+2.82%,80.54%,7622,-36.95%,3513,4109,168560
TLRY,"Tilray Brands Inc",4.42,-0.15,-3.28%,0.00%,5078,-37.35%,1438,3640,501167
AMGN,"Amgen Inc",417.2,6.26,+1.52%,43.56%,5027,-37.43%,2917,2110,122511
FTNT,"Fortinet Inc",164.21,4.57,+2.86%,37.67%,6953,-37.66%,2390,4563,179079
MSTR,"Strategy Inc",97.33,-2.68,-2.68%,30.02%,214464,-37.74%,71843,142621,2665865
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",18.33,0.37,+2.06%,8.01%,20255,-37.81%,4930,15325,2010265
PEP,"Pepsico Inc",137.73,-1.29,-0.93%,31.64%,17497,-37.99%,8556,8941,388620
SNAP,"Snap Inc",5.35,0.02,+0.38%,12.09%,49059,-38.00%,5045,44014,1348736
SCHW,"The Charles Schwab Corp",107.99,0.39,+0.36%,12.93%,10284,-38.35%,6015,4269,449072
NLY,"Annaly Capital Management Inc",22.91,-0.13,-0.56%,6.87%,4995,-39.34%,2233,2762,132077
LQDA,"Liquidia Corp",91.03,0.81,+0.90%,30.77%,7292,-39.51%,2101,5191,168229
SPCE,"Virgin Galactic Holdings Inc",3.23,0.13,+4.19%,12.58%,14317,-39.67%,2230,12087,471420
AMKR,"Amkor Technology",52.87,-2.4,-4.34%,52.83%,6086,-39.68%,3505,2581,153359
CLF,"Cleveland-Cliffs Inc",12.49,0.23,+1.88%,28.05%,33290,-39.86%,9221,24069,732178
WEN,"Wendys Company",7.3,-0.39,-5.07%,18.93%,21559,-39.92%,7610,13949,565828
CRCL,"Circle Internet Group Cl A",67.05,0.38,+0.57%,35.94%,47850,-39.93%,17961,29889,735256
BP,"BP Plc ADR",42.88,1.25,+3.00%,61.95%,9499,-40.28%,3036,6463,477686
REPL,"Replimune Group Inc",13.67,1.61,+13.35%,3.56%,15231,-41.30%,9110,6121,215818
SHOP,"Shopify Inc",155.18,3.61,+2.38%,22.26%,33827,-41.40%,13437,20390,817850
QCOM,"Qualcomm Inc",162.17,-5.69,-3.39%,36.66%,47866,-41.50%,21309,26557,962916
QS,"Quantumscape Corp",6.19,0.11,+1.81%,10.84%,18421,-41.66%,5794,12627,717408
MDT,"Medtronic Inc",89.41,2.25,+2.58%,68.58%,7077,-41.96%,2500,4577,218208
AFRM,"Affirm Holdings Inc Cl A",75.54,0.29,+0.39%,37.56%,7609,-41.99%,3501,4108,232750
JBLU,"Jetblue Airways Corp",5.64,-0.43,-7.08%,15.84%,15067,-42.06%,7227,7840,978188
ZM,"Zoom Communications Inc",107.2,2.7,+2.58%,60.93%,9108,-42.24%,2730,6378,309975
VZ,"Verizon Communications",47.03,-0.03,-0.06%,48.05%,35801,-42.59%,15184,20617,1140600
PTON,"Peloton Interactive Inc",5.51,-0.17,-2.99%,0.00%,11485,-42.78%,3709,7776,786562
MRNA,"Moderna Inc",59.81,0.64,+1.08%,39.59%,21502,-43.13%,7395,14107,602085
KO,"Coca-Cola Company",86.87,-0.18,-0.21%,55.10%,34227,-43.15%,9994,24233,735182
NBIS,"Nebius Group N.V. Cl A",184.11,-3.86,-2.05%,42.02%,144436,-43.21%,67886,76550,1287163
SOFI,"Sofi Technologies Inc",18.12,-0.26,-1.41%,2.89%,208412,-43.51%,72839,135573,3958548
IONQ,"Ionq Inc",42.53,-1.9,-4.28%,24.93%,48918,-43.61%,13747,35171,734263
UMC,"United Microelectronics Corp ADR",18.79,0.07,+0.37%,65.93%,6549,-43.72%,520,6029,220833
KLAC,"K L A-Tencor Corp",192.74,-5.37,-2.71%,49.29%,9525,-44.44%,5732,3793,491429
EOSE,"Eos Energy Enterprises Inc",4.05,-0.1,-2.41%,22.32%,28916,-44.49%,5686,23230,1522334
XYZ,"Block Inc",78.98,-0.02,-0.03%,4.79%,17026,-44.57%,5068,11958,490449
LRCX,"Lam Research Corp",306.4,-4.95,-1.59%,52.15%,30895,-44.68%,15372,15523,609846
JPM,"JP Morgan Chase & Company",359.79,2.27,+0.63%,5.70%,32282,-45.15%,16422,15860,670286
ET,"Energy Transfer LP",20.59,0.46,+2.29%,30.33%,28580,-45.25%,5088,23492,905440
IREN,"Iren Limited",38.74,-2.49,-6.04%,32.60%,166220,-45.41%,63490,102730,2573711
ENPH,"Enphase Energy Inc",40.92,-0.95,-2.27%,33.73%,11480,-46.47%,6654,4826,406539
MS,"Morgan Stanley",215.33,-1.,-0.46%,36.58%,10360,-47.18%,5387,4973,369451
BB,"Blackberry Ltd",8.83,-0.15,-1.67%,23.36%,20103,-47.91%,3562,16541,660135
CAPR,"Capricor Therap",3.85,-0.24,-5.87%,54.05%,6185,-47.98%,5016,1169,204942
BKNG,"Booking Holdings",212.88,-1.54,-0.72%,24.60%,8121,-48.11%,4173,3948,633919
QXO,"Qxo Inc",15.38,-0.78,-4.83%,71.18%,9517,-48.25%,5360,4157,555693
STX,"Seagate Technology Holdings",800.99,-11.77,-1.45%,53.31%,15683,-48.27%,9273,6410,255984
PAGP,"Plains Gp Holdings LP",25.15,0.41,+1.66%,41.47%,4939,-48.42%,109,4830,125042
GEV,"GE Vernova Inc",990.85,0.53,+0.05%,37.42%,9975,-48.45%,5736,4239,220246
W,"Wayfair Inc",103.26,-3.34,-3.13%,21.53%,5018,-48.87%,2267,2751,188203
TXN,"Texas Instruments",280.44,-5.64,-1.97%,42.54%,11600,-49.13%,7072,4528,261184
UNH,"Unitedhealth Group",408.74,1.66,+0.41%,8.64%,32854,-49.80%,11293,21561,966025
BMNR,"Bitmine Immersion Technologies",18.1,-0.72,-3.83%,7.45%,64206,-49.88%,19456,44750,1530638
ABBV,"Abbvie Inc",247.97,1.93,+0.78%,44.06%,10512,-50.36%,4700,5812,289203
HUT,"Hut 8 Corp",85.66,-2.93,-3.31%,40.50%,11971,-51.35%,3121,8850,291092
XPEV,"Xpeng Inc ADR",12,-0.13,-1.07%,46.81%,11614,-51.52%,2102,9512,575868
WFC,"Wells Fargo & Company",87.52,0.27,+0.31%,2.36%,22472,-52.55%,11977,10495,954974
FISV,"Fiserv Inc",52.22,-0.19,-0.36%,13.75%,13763,-53.18%,5568,8195,556134
IBM,"Intl Business Machines",236.31,-0.97,-0.41%,36.83%,63296,-53.72%,17300,45996,726274
ACN,"Accenture Plc",178.25,2.53,+1.44%,64.60%,7136,-53.78%,2150,4986,241178
ECHO,"Echostar Corp",89.15,-0.89,-0.99%,0.00%,10972,-54.14%,6610,4362,613818
RDDT,"Reddit Cl A",158.72,-2.98,-1.84%,9.17%,22834,-55.27%,11072,11762,515103
KR,"Kroger Company",56.48,-0.25,-0.44%,74.31%,5980,-55.32%,1766,4214,128430
FLNC,"Fluence Energy Inc Cl A",12.65,-0.55,-4.13%,30.96%,5536,-55.63%,1679,3857,274707
NOK,"Nokia Corp ADR",9.13,-0.23,-2.46%,45.64%,101779,-56.23%,20955,80824,3670589
ALAB,"Astera Labs Inc",317.23,-16.94,-5.07%,42.95%,11332,-56.72%,5078,6254,242121
BE,"Bloom Energy Corp Cl A",210.63,-8.71,-3.97%,28.77%,72027,-57.07%,43771,28256,1047055
ABT,"Abbott Laboratories",108.62,0.81,+0.75%,41.99%,6258,-58.55%,2529,3729,240866
JNJ,"Johnson & Johnson",261.81,2.57,+0.99%,55.07%,13726,-59.00%,4933,8793,389342
WOLF,"Wolfspeed Inc",29.3,-3.57,-10.86%,14.37%,17972,-60.12%,5314,12658,600580
C,"Citigroup Inc",135.22,0.22,+0.16%,15.54%,22663,-60.15%,7709,14954,1057817
FIGR,"Figure Technology Solutions Inc Cl A",28.82,0.2,+0.70%,38.34%,4875,-60.77%,1133,3742,153180
NN,"Nextnav Inc",15.43,-0.88,-5.40%,49.62%,11045,-61.69%,1059,9986,495732
CVS,"CVS Corp",95.67,-0.03,-0.03%,12.36%,8659,-62.00%,3017,5642,344419
AI,"C3.Ai Inc Cl A",10.4,0.18,+1.76%,49.66%,11154,-62.10%,2186,8968,257153
OWL,"Blue Owl Capital Inc",11.65,-0.22,-1.85%,29.27%,9460,-62.51%,3660,5800,1153537
LCID,"Lucid Group Inc",6.61,-0.43,-6.11%,17.42%,26426,-68.19%,12222,14204,1498435
STM,"Stmicroelectronics N.V. ADR",54.35,-1.75,-3.12%,42.12%,6587,-69.71%,2381,4206,393609
PYPL,"Paypal Holdings",59.07,0,0.00%,6.98%,28382,-70.43%,9215,19167,1787066
MCHP,"Microchip Technology",81.39,-3.3,-3.90%,38.11%,8687,-71.77%,3792,4895,532132
WBD,"Discovery Inc Series A",26.87,0.09,+0.34%,13.08%,36554,-72.67%,13340,23214,2854940
CMCSA,"Comcast Corp A",25.2,-0.16,-0.63%,29.68%,8762,-77.92%,3706,5056,846896
CSX,"CSX Corp",50.12,-0.15,-0.30%,42.60%,5276,-77.97%,1524,3752,235238
"Downloaded from Barchart.com as of 08-10-2026 05:43pm CDT"
